dataset,epoch,batch,similarity_rate,filters,decoder_filter_reverse,kernel_sizes,ed_only,loss_history,similarity_history,reconstruction_history,model,recon,mse,mae,common_nn_old,common_nn,rand_index
GunPoint,50,50,0.001,"[64, 32, 16]",True,"[5, 5, 5]",False,"[20.549881, 4.9646373, 2.6996505, 1.7033225, 1.4216628, 1.0421025, 0.95325553, 0.7745755, 0.71152365, 0.64094347, 0.62988913, 0.51227057, 0.46592999, 0.49292555, 0.4692707, 0.39371964, 0.41485023, 0.37863395, 0.3401983, 0.32506078, 0.35376382, 0.2965448, 0.29017755, 0.26438555, 0.29533705, 0.24067879, 0.25789034, 0.21647404, 0.27080658, 0.22806777, 0.22600365, 0.20629635, 0.19852951, 0.21302524, 0.17798877, 0.20381871, 0.19235556, 0.18208382, 0.16199784, 0.17045175, 0.15551254, 0.17187047, 0.18947372, 0.16238417, 0.16018331, 0.14271, 0.1442019, 0.15490746, 0.15485346, 0.12687834, 0.13961974]","[138.30319, 10.435582, 4.556121, 2.758225, 1.9476665, 1.4994613, 1.2180556, 1.0209, 0.8732215, 0.7598298, 0.6722677, 0.6002877, 0.53843665, 0.48400083, 0.4390301, 0.39870995, 0.37338197, 0.34577078, 0.3195503, 0.29438654, 0.28050974, 0.26345223, 0.2441291, 0.23376445, 0.21807207, 0.2062827, 0.20086129, 0.18669626, 0.18373208, 0.17926815, 0.1663288, 0.16057223, 0.15378249, 0.14332156, 0.13787723, 0.13731506, 0.13538288, 0.123184904, 0.122779734, 0.122651726, 0.12061702, 0.118531056, 0.1190487, 0.11137962, 0.116361514, 0.107683636, 0.10811068, 0.10681773, 0.09712581, 0.09405905, 0.10124558]","[20.432005, 4.959161, 2.697792, 1.7022667, 1.4211363, 1.0416446, 0.9529905, 0.7743289, 0.71136177, 0.6408245, 0.6298467, 0.51218253, 0.46585736, 0.49293453, 0.46930087, 0.39371467, 0.41489175, 0.3786668, 0.34021893, 0.32509148, 0.35383713, 0.2965778, 0.2902236, 0.2644162, 0.29541433, 0.24071321, 0.25794744, 0.21650387, 0.2708938, 0.22811657, 0.22606339, 0.20634213, 0.19857429, 0.21309498, 0.17802891, 0.20388526, 0.19241259, 0.18214276, 0.1620371, 0.17049962, 0.15554745, 0.17192392, 0.18954422, 0.16243523, 0.16022721, 0.14274508, 0.14423804, 0.15495561, 0.15491128, 0.1269112, 0.13965815]",two_encoder,0.009885397115042242,0.615410483779224,0.6454568079145732,0.4066666666666667,9.44,1.0

GunPoint,60,50,0.001,"[64, 32, 16]",True,"[5, 5, 5]",False,"[20.549881, 4.9646373, 2.6996505, 1.7033225, 1.4216628, 1.0421025, 0.95325553, 0.7745755, 0.71152365, 0.64094347, 0.62988913, 0.51227057, 0.46592999, 0.49292555, 0.4692707, 0.39371964, 0.41485023, 0.37863395, 0.3401983, 0.32506078, 0.35376382, 0.2965448, 0.29017755, 0.26438555, 0.29533705, 0.24067879, 0.25789034, 0.21647404, 0.27080658, 0.22806777, 0.22600365, 0.20629635, 0.19852951, 0.21302524, 0.17798877, 0.20381871, 0.19235556, 0.18208382, 0.16199784, 0.17045175, 0.15551254, 0.17187047, 0.18947372, 0.16238417, 0.16018331, 0.14271, 0.1442019, 0.15490746, 0.15485346, 0.12687834, 0.13961974, 0.1319551, 0.13017932, 0.13469487, 0.13056424, 0.13164577, 0.11558601, 0.1303322, 0.12408529, 0.10612354, 0.11545697]","[138.30319, 10.435582, 4.556121, 2.758225, 1.9476665, 1.4994613, 1.2180556, 1.0209, 0.8732215, 0.7598298, 0.6722677, 0.6002877, 0.53843665, 0.48400083, 0.4390301, 0.39870995, 0.37338197, 0.34577078, 0.3195503, 0.29438654, 0.28050974, 0.26345223, 0.2441291, 0.23376445, 0.21807207, 0.2062827, 0.20086129, 0.18669626, 0.18373208, 0.17926815, 0.1663288, 0.16057223, 0.15378249, 0.14332156, 0.13787723, 0.13731506, 0.13538288, 0.123184904, 0.122779734, 0.122651726, 0.12061702, 0.118531056, 0.1190487, 0.11137962, 0.116361514, 0.107683636, 0.10811068, 0.10681773, 0.09712581, 0.09405905, 0.10124558, 0.09589302, 0.08591605, 0.10156886, 0.08895796, 0.08779681, 0.10068617, 0.09697275, 0.08163872, 0.08823612, 0.09020808]","[20.432005, 4.959161, 2.697792, 1.7022667, 1.4211363, 1.0416446, 0.9529905, 0.7743289, 0.71136177, 0.6408245, 0.6298467, 0.51218253, 0.46585736, 0.49293453, 0.46930087, 0.39371467, 0.41489175, 0.3786668, 0.34021893, 0.32509148, 0.35383713, 0.2965778, 0.2902236, 0.2644162, 0.29541433, 0.24071321, 0.25794744, 0.21650387, 0.2708938, 0.22811657, 0.22606339, 0.20634213, 0.19857429, 0.21309498, 0.17802891, 0.20388526, 0.19241259, 0.18214276, 0.1620371, 0.17049962, 0.15554745, 0.17192392, 0.18954422, 0.16243523, 0.16022721, 0.14274508, 0.14423804, 0.15495561, 0.15491128, 0.1269112, 0.13965815, 0.13199118, 0.13022365, 0.13472801, 0.13060589, 0.13168964, 0.1156009, 0.13036557, 0.12412777, 0.10614146, 0.11548225]",two_encoder,0.01124108069051242,0.778212307531348,1.014111145494695,0.3933333333333333,9.46,1.0

GunPoint,70,50,0.001,"[64, 32, 16]",True,"[5, 5, 5]",False,"[20.549881, 4.9646373, 2.6996505, 1.7033225, 1.4216628, 1.0421025, 0.95325553, 0.7745755, 0.71152365, 0.64094347, 0.62988913, 0.51227057, 0.46592999, 0.49292555, 0.4692707, 0.39371964, 0.41485023, 0.37863395, 0.3401983, 0.32506078, 0.35376382, 0.2965448, 0.29017755, 0.26438555, 0.29533705, 0.24067879, 0.25789034, 0.21647404, 0.27080658, 0.22806777, 0.22600365, 0.20629635, 0.19852951, 0.21302524, 0.17798877, 0.20381871, 0.19235556, 0.18208382, 0.16199784, 0.17045175, 0.15551254, 0.17187047, 0.18947372, 0.16238417, 0.16018331, 0.14271, 0.1442019, 0.15490746, 0.15485346, 0.12687834, 0.13961974, 0.1319551, 0.13017932, 0.13469487, 0.13056424, 0.13164577, 0.11558601, 0.1303322, 0.12408529, 0.10612354, 0.11545697, 0.12409779, 0.11728461, 0.10160286, 0.09910269, 0.10900218, 0.11072018, 0.10459652, 0.11253115, 0.10779424, 0.09364247]","[138.30319, 10.435582, 4.556121, 2.758225, 1.9476665, 1.4994613, 1.2180556, 1.0209, 0.8732215, 0.7598298, 0.6722677, 0.6002877, 0.53843665, 0.48400083, 0.4390301, 0.39870995, 0.37338197, 0.34577078, 0.3195503, 0.29438654, 0.28050974, 0.26345223, 0.2441291, 0.23376445, 0.21807207, 0.2062827, 0.20086129, 0.18669626, 0.18373208, 0.17926815, 0.1663288, 0.16057223, 0.15378249, 0.14332156, 0.13787723, 0.13731506, 0.13538288, 0.123184904, 0.122779734, 0.122651726, 0.12061702, 0.118531056, 0.1190487, 0.11137962, 0.116361514, 0.107683636, 0.10811068, 0.10681773, 0.09712581, 0.09405905, 0.10124558, 0.09589302, 0.08591605, 0.10156886, 0.08895796, 0.08779681, 0.10068617, 0.09697275, 0.08163872, 0.08823612, 0.09020808, 0.08052639, 0.08019665, 0.09348951, 0.079934224, 0.0821807, 0.069792405, 0.069375455, 0.08215081, 0.06498553, 0.073313855]","[20.432005, 4.959161, 2.697792, 1.7022667, 1.4211363, 1.0416446, 0.9529905, 0.7743289, 0.71136177, 0.6408245, 0.6298467, 0.51218253, 0.46585736, 0.49293453, 0.46930087, 0.39371467, 0.41489175, 0.3786668, 0.34021893, 0.32509148, 0.35383713, 0.2965778, 0.2902236, 0.2644162, 0.29541433, 0.24071321, 0.25794744, 0.21650387, 0.2708938, 0.22811657, 0.22606339, 0.20634213, 0.19857429, 0.21309498, 0.17802891, 0.20388526, 0.19241259, 0.18214276, 0.1620371, 0.17049962, 0.15554745, 0.17192392, 0.18954422, 0.16243523, 0.16022721, 0.14274508, 0.14423804, 0.15495561, 0.15491128, 0.1269112, 0.13965815, 0.13199118, 0.13022365, 0.13472801, 0.13060589, 0.13168964, 0.1156009, 0.13036557, 0.12412777, 0.10614146, 0.11548225, 0.1241414, 0.11732173, 0.101610966, 0.099121906, 0.109029025, 0.110761166, 0.10463178, 0.11256157, 0.10783709, 0.09366281]",two_encoder,0.008805102359369014,1.0795152678818287,1.7759378030424622,0.4,9.473333333333333,1.0

GunPoint,80,50,0.001,"[64, 32, 16]",True,"[5, 5, 5]",False,"[20.549881, 4.9646373, 2.6996505, 1.7033225, 1.4216628, 1.0421025, 0.95325553, 0.7745755, 0.71152365, 0.64094347, 0.62988913, 0.51227057, 0.46592999, 0.49292555, 0.4692707, 0.39371964, 0.41485023, 0.37863395, 0.3401983, 0.32506078, 0.35376382, 0.2965448, 0.29017755, 0.26438555, 0.29533705, 0.24067879, 0.25789034, 0.21647404, 0.27080658, 0.22806777, 0.22600365, 0.20629635, 0.19852951, 0.21302524, 0.17798877, 0.20381871, 0.19235556, 0.18208382, 0.16199784, 0.17045175, 0.15551254, 0.17187047, 0.18947372, 0.16238417, 0.16018331, 0.14271, 0.1442019, 0.15490746, 0.15485346, 0.12687834, 0.13961974, 0.1319551, 0.13017932, 0.13469487, 0.13056424, 0.13164577, 0.11558601, 0.1303322, 0.12408529, 0.10612354, 0.11545697, 0.12409779, 0.11728461, 0.10160286, 0.09910269, 0.10900218, 0.11072018, 0.10459652, 0.11253115, 0.10779424, 0.09364247, 0.102825776, 0.09008606, 0.09073088, 0.11625003, 0.0903755, 0.08315962, 0.09082702, 0.119570896, 0.07991695, 0.081862725]","[138.30319, 10.435582, 4.556121, 2.758225, 1.9476665, 1.4994613, 1.2180556, 1.0209, 0.8732215, 0.7598298, 0.6722677, 0.6002877, 0.53843665, 0.48400083, 0.4390301, 0.39870995, 0.37338197, 0.34577078, 0.3195503, 0.29438654, 0.28050974, 0.26345223, 0.2441291, 0.23376445, 0.21807207, 0.2062827, 0.20086129, 0.18669626, 0.18373208, 0.17926815, 0.1663288, 0.16057223, 0.15378249, 0.14332156, 0.13787723, 0.13731506, 0.13538288, 0.123184904, 0.122779734, 0.122651726, 0.12061702, 0.118531056, 0.1190487, 0.11137962, 0.116361514, 0.107683636, 0.10811068, 0.10681773, 0.09712581, 0.09405905, 0.10124558, 0.09589302, 0.08591605, 0.10156886, 0.08895796, 0.08779681, 0.10068617, 0.09697275, 0.08163872, 0.08823612, 0.09020808, 0.08052639, 0.08019665, 0.09348951, 0.079934224, 0.0821807, 0.069792405, 0.069375455, 0.08215081, 0.06498553, 0.073313855, 0.08470359, 0.07236229, 0.08998162, 9.457977, 0.12758061, 0.09238811, 0.08142375, 0.07325119, 0.06523193, 0.06084906]","[20.432005, 4.959161, 2.697792, 1.7022667, 1.4211363, 1.0416446, 0.9529905, 0.7743289, 0.71136177, 0.6408245, 0.6298467, 0.51218253, 0.46585736, 0.49293453, 0.46930087, 0.39371467, 0.41489175, 0.3786668, 0.34021893, 0.32509148, 0.35383713, 0.2965778, 0.2902236, 0.2644162, 0.29541433, 0.24071321, 0.25794744, 0.21650387, 0.2708938, 0.22811657, 0.22606339, 0.20634213, 0.19857429, 0.21309498, 0.17802891, 0.20388526, 0.19241259, 0.18214276, 0.1620371, 0.17049962, 0.15554745, 0.17192392, 0.18954422, 0.16243523, 0.16022721, 0.14274508, 0.14423804, 0.15495561, 0.15491128, 0.1269112, 0.13965815, 0.13199118, 0.13022365, 0.13472801, 0.13060589, 0.13168964, 0.1156009, 0.13036557, 0.12412777, 0.10614146, 0.11548225, 0.1241414, 0.11732173, 0.101610966, 0.099121906, 0.109029025, 0.110761166, 0.10463178, 0.11256157, 0.10783709, 0.09366281, 0.10284392, 0.09010378, 0.09073164, 0.10689896, 0.09033826, 0.08315037, 0.09083641, 0.11961727, 0.07993165, 0.08188375]",two_encoder,0.008345097635627576,1.2826207148246516,2.461045598643939,0.4,9.473333333333333,1.0

GunPoint,90,50,0.001,"[64, 32, 16]",True,"[5, 5, 5]",False,"[20.549881, 4.9646373, 2.6996505, 1.7033225, 1.4216628, 1.0421025, 0.95325553, 0.7745755, 0.71152365, 0.64094347, 0.62988913, 0.51227057, 0.46592999, 0.49292555, 0.4692707, 0.39371964, 0.41485023, 0.37863395, 0.3401983, 0.32506078, 0.35376382, 0.2965448, 0.29017755, 0.26438555, 0.29533705, 0.24067879, 0.25789034, 0.21647404, 0.27080658, 0.22806777, 0.22600365, 0.20629635, 0.19852951, 0.21302524, 0.17798877, 0.20381871, 0.19235556, 0.18208382, 0.16199784, 0.17045175, 0.15551254, 0.17187047, 0.18947372, 0.16238417, 0.16018331, 0.14271, 0.1442019, 0.15490746, 0.15485346, 0.12687834, 0.13961974, 0.1319551, 0.13017932, 0.13469487, 0.13056424, 0.13164577, 0.11558601, 0.1303322, 0.12408529, 0.10612354, 0.11545697, 0.12409779, 0.11728461, 0.10160286, 0.09910269, 0.10900218, 0.11072018, 0.10459652, 0.11253115, 0.10779424, 0.09364247, 0.102825776, 0.09008606, 0.09073088, 0.11625003, 0.0903755, 0.08315962, 0.09082702, 0.119570896, 0.07991695, 0.081862725, 0.08505242, 0.08217637, 0.081419155, 0.08237236, 0.08934454, 0.08190095, 0.079657234, 0.08021231, 0.074186884, 0.06992707]","[138.30319, 10.435582, 4.556121, 2.758225, 1.9476665, 1.4994613, 1.2180556, 1.0209, 0.8732215, 0.7598298, 0.6722677, 0.6002877, 0.53843665, 0.48400083, 0.4390301, 0.39870995, 0.37338197, 0.34577078, 0.3195503, 0.29438654, 0.28050974, 0.26345223, 0.2441291, 0.23376445, 0.21807207, 0.2062827, 0.20086129, 0.18669626, 0.18373208, 0.17926815, 0.1663288, 0.16057223, 0.15378249, 0.14332156, 0.13787723, 0.13731506, 0.13538288, 0.123184904, 0.122779734, 0.122651726, 0.12061702, 0.118531056, 0.1190487, 0.11137962, 0.116361514, 0.107683636, 0.10811068, 0.10681773, 0.09712581, 0.09405905, 0.10124558, 0.09589302, 0.08591605, 0.10156886, 0.08895796, 0.08779681, 0.10068617, 0.09697275, 0.08163872, 0.08823612, 0.09020808, 0.08052639, 0.08019665, 0.09348951, 0.079934224, 0.0821807, 0.069792405, 0.069375455, 0.08215081, 0.06498553, 0.073313855, 0.08470359, 0.07236229, 0.08998162, 9.457977, 0.12758061, 0.09238811, 0.08142375, 0.07325119, 0.06523193, 0.06084906, 0.060860537, 0.055922665, 0.05414252, 0.053180967, 0.05048211, 0.059053257, 0.06828238, 0.05720738, 0.047634084, 0.048451968]","[20.432005, 4.959161, 2.697792, 1.7022667, 1.4211363, 1.0416446, 0.9529905, 0.7743289, 0.71136177, 0.6408245, 0.6298467, 0.51218253, 0.46585736, 0.49293453, 0.46930087, 0.39371467, 0.41489175, 0.3786668, 0.34021893, 0.32509148, 0.35383713, 0.2965778, 0.2902236, 0.2644162, 0.29541433, 0.24071321, 0.25794744, 0.21650387, 0.2708938, 0.22811657, 0.22606339, 0.20634213, 0.19857429, 0.21309498, 0.17802891, 0.20388526, 0.19241259, 0.18214276, 0.1620371, 0.17049962, 0.15554745, 0.17192392, 0.18954422, 0.16243523, 0.16022721, 0.14274508, 0.14423804, 0.15495561, 0.15491128, 0.1269112, 0.13965815, 0.13199118, 0.13022365, 0.13472801, 0.13060589, 0.13168964, 0.1156009, 0.13036557, 0.12412777, 0.10614146, 0.11548225, 0.1241414, 0.11732173, 0.101610966, 0.099121906, 0.109029025, 0.110761166, 0.10463178, 0.11256157, 0.10783709, 0.09366281, 0.10284392, 0.09010378, 0.09073164, 0.10689896, 0.09033826, 0.08315037, 0.09083641, 0.11961727, 0.07993165, 0.08188375, 0.085076645, 0.08220268, 0.08144643, 0.082401596, 0.08938342, 0.081923805, 0.07966862, 0.080235325, 0.07421346, 0.06994857]",two_encoder,0.008135277737345396,1.4439753748087314,2.936318236772991,0.41333333333333333,9.52,1.0

GunPoint,100,50,0.001,"[64, 32, 16]",True,"[5, 5, 5]",False,"[20.549881, 4.9646373, 2.6996505, 1.7033225, 1.4216628, 1.0421025, 0.95325553, 0.7745755, 0.71152365, 0.64094347, 0.62988913, 0.51227057, 0.46592999, 0.49292555, 0.4692707, 0.39371964, 0.41485023, 0.37863395, 0.3401983, 0.32506078, 0.35376382, 0.2965448, 0.29017755, 0.26438555, 0.29533705, 0.24067879, 0.25789034, 0.21647404, 0.27080658, 0.22806777, 0.22600365, 0.20629635, 0.19852951, 0.21302524, 0.17798877, 0.20381871, 0.19235556, 0.18208382, 0.16199784, 0.17045175, 0.15551254, 0.17187047, 0.18947372, 0.16238417, 0.16018331, 0.14271, 0.1442019, 0.15490746, 0.15485346, 0.12687834, 0.13961974, 0.1319551, 0.13017932, 0.13469487, 0.13056424, 0.13164577, 0.11558601, 0.1303322, 0.12408529, 0.10612354, 0.11545697, 0.12409779, 0.11728461, 0.10160286, 0.09910269, 0.10900218, 0.11072018, 0.10459652, 0.11253115, 0.10779424, 0.09364247, 0.102825776, 0.09008606, 0.09073088, 0.11625003, 0.0903755, 0.08315962, 0.09082702, 0.119570896, 0.07991695, 0.081862725, 0.08505242, 0.08217637, 0.081419155, 0.08237236, 0.08934454, 0.08190095, 0.079657234, 0.08021231, 0.074186884, 0.06992707, 0.07274579, 0.07502898, 0.07118555, 0.074854404, 0.07041382, 0.07474085, 0.06784895, 0.06983754, 0.08059042, 0.057437494]","[138.30319, 10.435582, 4.556121, 2.758225, 1.9476665, 1.4994613, 1.2180556, 1.0209, 0.8732215, 0.7598298, 0.6722677, 0.6002877, 0.53843665, 0.48400083, 0.4390301, 0.39870995, 0.37338197, 0.34577078, 0.3195503, 0.29438654, 0.28050974, 0.26345223, 0.2441291, 0.23376445, 0.21807207, 0.2062827, 0.20086129, 0.18669626, 0.18373208, 0.17926815, 0.1663288, 0.16057223, 0.15378249, 0.14332156, 0.13787723, 0.13731506, 0.13538288, 0.123184904, 0.122779734, 0.122651726, 0.12061702, 0.118531056, 0.1190487, 0.11137962, 0.116361514, 0.107683636, 0.10811068, 0.10681773, 0.09712581, 0.09405905, 0.10124558, 0.09589302, 0.08591605, 0.10156886, 0.08895796, 0.08779681, 0.10068617, 0.09697275, 0.08163872, 0.08823612, 0.09020808, 0.08052639, 0.08019665, 0.09348951, 0.079934224, 0.0821807, 0.069792405, 0.069375455, 0.08215081, 0.06498553, 0.073313855, 0.08470359, 0.07236229, 0.08998162, 9.457977, 0.12758061, 0.09238811, 0.08142375, 0.07325119, 0.06523193, 0.06084906, 0.060860537, 0.055922665, 0.05414252, 0.053180967, 0.05048211, 0.059053257, 0.06828238, 0.05720738, 0.047634084, 0.048451968, 0.04853937, 0.057516053, 0.088361025, 0.049799185, 0.05073007, 0.04614567, 0.094743565, 0.059552852, 0.054817602, 0.07282835]","[20.432005, 4.959161, 2.697792, 1.7022667, 1.4211363, 1.0416446, 0.9529905, 0.7743289, 0.71136177, 0.6408245, 0.6298467, 0.51218253, 0.46585736, 0.49293453, 0.46930087, 0.39371467, 0.41489175, 0.3786668, 0.34021893, 0.32509148, 0.35383713, 0.2965778, 0.2902236, 0.2644162, 0.29541433, 0.24071321, 0.25794744, 0.21650387, 0.2708938, 0.22811657, 0.22606339, 0.20634213, 0.19857429, 0.21309498, 0.17802891, 0.20388526, 0.19241259, 0.18214276, 0.1620371, 0.17049962, 0.15554745, 0.17192392, 0.18954422, 0.16243523, 0.16022721, 0.14274508, 0.14423804, 0.15495561, 0.15491128, 0.1269112, 0.13965815, 0.13199118, 0.13022365, 0.13472801, 0.13060589, 0.13168964, 0.1156009, 0.13036557, 0.12412777, 0.10614146, 0.11548225, 0.1241414, 0.11732173, 0.101610966, 0.099121906, 0.109029025, 0.110761166, 0.10463178, 0.11256157, 0.10783709, 0.09366281, 0.10284392, 0.09010378, 0.09073164, 0.10689896, 0.09033826, 0.08315037, 0.09083641, 0.11961727, 0.07993165, 0.08188375, 0.085076645, 0.08220268, 0.08144643, 0.082401596, 0.08938342, 0.081923805, 0.07966862, 0.080235325, 0.07421346, 0.06994857, 0.07277003, 0.07504652, 0.07116836, 0.07487947, 0.07043353, 0.074769475, 0.06782204, 0.06984783, 0.08061622, 0.0574221]",two_encoder,0.007966759598367758,1.7403326542066053,4.103523315307424,0.41333333333333333,9.526666666666667,1.0

