dataset,epoch,batch,similarity_rate,filters,decoder_filter_reverse,kernel_sizes,ed_only,loss_history,similarity_history,reconstruction_history,model,recon,mse,mae,common_nn_old,common_nn,rand_index

GunPoint,90,50,0.01,"[64, 32, 16]",False,"[5, 5, 5]",False,"[9.748262, 1.0417897, 0.6424388, 0.5054642, 0.44090286, 0.37615445, 0.32149392, 0.296964, 0.2725597, 0.26482132, 0.23283577, 0.2132655, 0.19513333, 0.18797705, 0.17047133, 0.16876648, 0.15143436, 0.14748551, 0.14572315, 0.14007144, 0.13416919, 0.13100936, 0.12649855, 0.12264572, 0.11944567, 0.11606552, 0.112732954, 0.10514098, 0.10793704, 0.104624525, 0.1031149, 0.10058382, 0.101696245, 0.09410863, 0.10065035, 0.09120511, 0.09277793, 0.0870419, 0.08883205, 0.08532804, 0.0839039, 0.08413039, 0.09025876, 0.079137795, 0.07722148, 0.08159448, 0.078961104, 0.07653164, 0.0793884, 0.079804994, 0.074019365, 0.07101718, 0.07184233, 0.071705826, 0.0723541, 0.070680596, 0.06839755, 0.06695963, 0.07033678, 0.06812145, 0.06484401, 0.06377682, 0.06438429, 0.06466531, 0.06794333, 0.068489075, 0.060656995, 0.06255773, 0.064487085, 0.060952093, 0.061089363, 0.06302084, 0.05698259, 0.060935266, 0.057824682, 0.0566591, 0.056269348, 0.056814715, 0.055831376, 0.05463269, 0.054387193, 0.05729495, 0.05691123, 0.052320313, 0.053683247, 0.048996687, 0.051952716, 0.05613161, 0.05322765, 0.04924, 0.050533947]","[55.74709, 1.57412, 0.8738606, 0.64754176, 0.524999, 0.44463176, 0.38517207, 0.34118417, 0.30431646, 0.2790108, 0.25358596, 0.23067483, 0.2129363, 0.20392746, 0.18640444, 0.17868258, 0.16616023, 0.15737963, 0.14957738, 0.14323476, 0.13564195, 0.12920398, 0.12195345, 0.119012006, 0.11363272, 0.11166761, 0.10584673, 0.101107925, 0.10156804, 0.09628305, 0.09387744, 0.09105371, 0.088182636, 0.08353828, 0.08437624, 0.0800991, 0.07844544, 0.0755143, 0.07413605, 0.07308537, 0.069826774, 0.06896665, 0.069508664, 0.06647601, 0.06405891, 0.06537766, 0.06125487, 0.063121736, 0.060826503, 0.060109366, 0.057199754, 0.058124624, 0.05897149, 0.05583679, 0.052851226, 0.05298842, 0.052734952, 0.0514984, 0.051799532, 0.04959835, 0.049826927, 0.050115447, 0.048688114, 0.051298495, 0.047156848, 0.04606432, 0.04541868, 0.045143973, 0.04442736, 0.044078723, 0.04427887, 0.04454447, 0.043145794, 0.04262698, 0.04205721, 0.044481464, 0.042080525, 0.044120748, 0.04206101, 0.039881732, 0.043452166, 0.043385077, 0.040338907, 0.041504707, 0.04459431, 0.038623083, 0.041255794, 0.038188398, 0.042316105, 0.03865933, 0.03755486]","[9.283628, 1.0364122, 0.64010143, 0.5040291, 0.4400534, 0.37546286, 0.32085073, 0.2965173, 0.27223897, 0.264678, 0.23262616, 0.21308966, 0.19495349, 0.18781593, 0.17031038, 0.16866635, 0.1512856, 0.14738558, 0.14568421, 0.14003947, 0.13415435, 0.13102761, 0.12654446, 0.122682415, 0.11950438, 0.11610994, 0.11280248, 0.10518171, 0.10800139, 0.104708776, 0.10320824, 0.1006801, 0.10183275, 0.09421538, 0.10081473, 0.09131728, 0.09292271, 0.08715833, 0.088980496, 0.0854517, 0.084046096, 0.08428355, 0.090468355, 0.07926569, 0.07735443, 0.08175828, 0.07913996, 0.076667085, 0.079575896, 0.080003925, 0.07418926, 0.071147405, 0.07197233, 0.07186611, 0.072551124, 0.0708593, 0.068555765, 0.06711581, 0.07052403, 0.068308555, 0.064995706, 0.06391481, 0.06454284, 0.06480033, 0.068153284, 0.06871559, 0.060810916, 0.062733635, 0.064689696, 0.061122533, 0.06125917, 0.06320746, 0.057122365, 0.06112019, 0.05798395, 0.056782108, 0.05641267, 0.056942932, 0.05597047, 0.054781687, 0.054497644, 0.057435457, 0.057078626, 0.052429557, 0.053775057, 0.04910147, 0.052060768, 0.05631285, 0.053337857, 0.04934687, 0.05066505]",two_encoder,0.006266712095736149,1.5256218328860673,3.876485138755987,0.4066666666666667,9.16,1.0

GunPoint,110,50,0.01,"[64, 32, 16]",False,"[5, 5, 5]",False,"[9.748262, 1.0417897, 0.6424388, 0.5054642, 0.44090286, 0.37615445, 0.32149392, 0.296964, 0.2725597, 0.26482132, 0.23283577, 0.2132655, 0.19513333, 0.18797705, 0.17047133, 0.16876648, 0.15143436, 0.14748551, 0.14572315, 0.14007144, 0.13416919, 0.13100936, 0.12649855, 0.12264572, 0.11944567, 0.11606552, 0.112732954, 0.10514098, 0.10793704, 0.104624525, 0.1031149, 0.10058382, 0.101696245, 0.09410863, 0.10065035, 0.09120511, 0.09277793, 0.0870419, 0.08883205, 0.08532804, 0.0839039, 0.08413039, 0.09025876, 0.079137795, 0.07722148, 0.08159448, 0.078961104, 0.07653164, 0.0793884, 0.079804994, 0.074019365, 0.07101718, 0.07184233, 0.071705826, 0.0723541, 0.070680596, 0.06839755, 0.06695963, 0.07033678, 0.06812145, 0.06484401, 0.06377682, 0.06438429, 0.06466531, 0.06794333, 0.068489075, 0.060656995, 0.06255773, 0.064487085, 0.060952093, 0.061089363, 0.06302084, 0.05698259, 0.060935266, 0.057824682, 0.0566591, 0.056269348, 0.056814715, 0.055831376, 0.05463269, 0.054387193, 0.05729495, 0.05691123, 0.052320313, 0.053683247, 0.048996687, 0.051952716, 0.05613161, 0.05322765, 0.04924, 0.050533947, 0.051691916, 0.05061484, 0.047913253, 0.05057893, 0.051115733, 0.0466738, 0.046672422, 0.048880838, 0.04797078, 0.04345977, 0.04438568, 0.044549547, 0.045971375, 0.046921376, 0.04805928, 0.046339687, 0.04527494, 0.045277167, 0.04437978, 0.04351455]","[55.74709, 1.57412, 0.8738606, 0.64754176, 0.524999, 0.44463176, 0.38517207, 0.34118417, 0.30431646, 0.2790108, 0.25358596, 0.23067483, 0.2129363, 0.20392746, 0.18640444, 0.17868258, 0.16616023, 0.15737963, 0.14957738, 0.14323476, 0.13564195, 0.12920398, 0.12195345, 0.119012006, 0.11363272, 0.11166761, 0.10584673, 0.101107925, 0.10156804, 0.09628305, 0.09387744, 0.09105371, 0.088182636, 0.08353828, 0.08437624, 0.0800991, 0.07844544, 0.0755143, 0.07413605, 0.07308537, 0.069826774, 0.06896665, 0.069508664, 0.06647601, 0.06405891, 0.06537766, 0.06125487, 0.063121736, 0.060826503, 0.060109366, 0.057199754, 0.058124624, 0.05897149, 0.05583679, 0.052851226, 0.05298842, 0.052734952, 0.0514984, 0.051799532, 0.04959835, 0.049826927, 0.050115447, 0.048688114, 0.051298495, 0.047156848, 0.04606432, 0.04541868, 0.045143973, 0.04442736, 0.044078723, 0.04427887, 0.04454447, 0.043145794, 0.04262698, 0.04205721, 0.044481464, 0.042080525, 0.044120748, 0.04206101, 0.039881732, 0.043452166, 0.043385077, 0.040338907, 0.041504707, 0.04459431, 0.038623083, 0.041255794, 0.038188398, 0.042316105, 0.03865933, 0.03755486, 0.036551613, 0.042122673, 0.038458575, 0.040600758, 0.039425276, 0.040051706, 0.037932135, 0.034689654, 0.034632467, 0.036009327, 0.044790283, 0.039218295, 0.034292493, 0.05974573, 0.040122215, 0.043174766, 0.034154482, 0.037036274, 0.033400968, 0.03587896]","[9.283628, 1.0364122, 0.64010143, 0.5040291, 0.4400534, 0.37546286, 0.32085073, 0.2965173, 0.27223897, 0.264678, 0.23262616, 0.21308966, 0.19495349, 0.18781593, 0.17031038, 0.16866635, 0.1512856, 0.14738558, 0.14568421, 0.14003947, 0.13415435, 0.13102761, 0.12654446, 0.122682415, 0.11950438, 0.11610994, 0.11280248, 0.10518171, 0.10800139, 0.104708776, 0.10320824, 0.1006801, 0.10183275, 0.09421538, 0.10081473, 0.09131728, 0.09292271, 0.08715833, 0.088980496, 0.0854517, 0.084046096, 0.08428355, 0.090468355, 0.07926569, 0.07735443, 0.08175828, 0.07913996, 0.076667085, 0.079575896, 0.080003925, 0.07418926, 0.071147405, 0.07197233, 0.07186611, 0.072551124, 0.0708593, 0.068555765, 0.06711581, 0.07052403, 0.068308555, 0.064995706, 0.06391481, 0.06454284, 0.06480033, 0.068153284, 0.06871559, 0.060810916, 0.062733635, 0.064689696, 0.061122533, 0.06125917, 0.06320746, 0.057122365, 0.06112019, 0.05798395, 0.056782108, 0.05641267, 0.056942932, 0.05597047, 0.054781687, 0.054497644, 0.057435457, 0.057078626, 0.052429557, 0.053775057, 0.04910147, 0.052060768, 0.05631285, 0.053337857, 0.04934687, 0.05066505, 0.051844854, 0.0507006, 0.048008766, 0.050679713, 0.05123381, 0.046740692, 0.04676071, 0.04902418, 0.04810551, 0.04353503, 0.044381596, 0.044603392, 0.046089336, 0.046791844, 0.048139453, 0.04637165, 0.045387268, 0.045360405, 0.044490676, 0.043591667]",two_encoder,0.006163316469610702,1.6163199393743113,3.9565753432483257,0.4,9.2,1.0

GunPoint,120,50,0.01,"[64, 32, 16]",False,"[5, 5, 5]",False,"[9.748262, 1.0417897, 0.6424388, 0.5054642, 0.44090286, 0.37615445, 0.32149392, 0.296964, 0.2725597, 0.26482132, 0.23283577, 0.2132655, 0.19513333, 0.18797705, 0.17047133, 0.16876648, 0.15143436, 0.14748551, 0.14572315, 0.14007144, 0.13416919, 0.13100936, 0.12649855, 0.12264572, 0.11944567, 0.11606552, 0.112732954, 0.10514098, 0.10793704, 0.104624525, 0.1031149, 0.10058382, 0.101696245, 0.09410863, 0.10065035, 0.09120511, 0.09277793, 0.0870419, 0.08883205, 0.08532804, 0.0839039, 0.08413039, 0.09025876, 0.079137795, 0.07722148, 0.08159448, 0.078961104, 0.07653164, 0.0793884, 0.079804994, 0.074019365, 0.07101718, 0.07184233, 0.071705826, 0.0723541, 0.070680596, 0.06839755, 0.06695963, 0.07033678, 0.06812145, 0.06484401, 0.06377682, 0.06438429, 0.06466531, 0.06794333, 0.068489075, 0.060656995, 0.06255773, 0.064487085, 0.060952093, 0.061089363, 0.06302084, 0.05698259, 0.060935266, 0.057824682, 0.0566591, 0.056269348, 0.056814715, 0.055831376, 0.05463269, 0.054387193, 0.05729495, 0.05691123, 0.052320313, 0.053683247, 0.048996687, 0.051952716, 0.05613161, 0.05322765, 0.04924, 0.050533947, 0.051691916, 0.05061484, 0.047913253, 0.05057893, 0.051115733, 0.0466738, 0.046672422, 0.048880838, 0.04797078, 0.04345977, 0.04438568, 0.044549547, 0.045971375, 0.046921376, 0.04805928, 0.046339687, 0.04527494, 0.045277167, 0.04437978, 0.04351455, 0.04244136, 0.046067875, 0.042823244, 0.042829834, 0.041085538, 0.042435188, 0.046322793, 0.042158928, 0.040953763, 0.040398844]","[55.74709, 1.57412, 0.8738606, 0.64754176, 0.524999, 0.44463176, 0.38517207, 0.34118417, 0.30431646, 0.2790108, 0.25358596, 0.23067483, 0.2129363, 0.20392746, 0.18640444, 0.17868258, 0.16616023, 0.15737963, 0.14957738, 0.14323476, 0.13564195, 0.12920398, 0.12195345, 0.119012006, 0.11363272, 0.11166761, 0.10584673, 0.101107925, 0.10156804, 0.09628305, 0.09387744, 0.09105371, 0.088182636, 0.08353828, 0.08437624, 0.0800991, 0.07844544, 0.0755143, 0.07413605, 0.07308537, 0.069826774, 0.06896665, 0.069508664, 0.06647601, 0.06405891, 0.06537766, 0.06125487, 0.063121736, 0.060826503, 0.060109366, 0.057199754, 0.058124624, 0.05897149, 0.05583679, 0.052851226, 0.05298842, 0.052734952, 0.0514984, 0.051799532, 0.04959835, 0.049826927, 0.050115447, 0.048688114, 0.051298495, 0.047156848, 0.04606432, 0.04541868, 0.045143973, 0.04442736, 0.044078723, 0.04427887, 0.04454447, 0.043145794, 0.04262698, 0.04205721, 0.044481464, 0.042080525, 0.044120748, 0.04206101, 0.039881732, 0.043452166, 0.043385077, 0.040338907, 0.041504707, 0.04459431, 0.038623083, 0.041255794, 0.038188398, 0.042316105, 0.03865933, 0.03755486, 0.036551613, 0.042122673, 0.038458575, 0.040600758, 0.039425276, 0.040051706, 0.037932135, 0.034689654, 0.034632467, 0.036009327, 0.044790283, 0.039218295, 0.034292493, 0.05974573, 0.040122215, 0.043174766, 0.034154482, 0.037036274, 0.033400968, 0.03587896, 0.031026065, 0.038534384, 0.035471562, 0.043403145, 0.034126967, 0.04603503, 0.032909703, 0.032377277, 0.030769784, 0.03577832]","[9.283628, 1.0364122, 0.64010143, 0.5040291, 0.4400534, 0.37546286, 0.32085073, 0.2965173, 0.27223897, 0.264678, 0.23262616, 0.21308966, 0.19495349, 0.18781593, 0.17031038, 0.16866635, 0.1512856, 0.14738558, 0.14568421, 0.14003947, 0.13415435, 0.13102761, 0.12654446, 0.122682415, 0.11950438, 0.11610994, 0.11280248, 0.10518171, 0.10800139, 0.104708776, 0.10320824, 0.1006801, 0.10183275, 0.09421538, 0.10081473, 0.09131728, 0.09292271, 0.08715833, 0.088980496, 0.0854517, 0.084046096, 0.08428355, 0.090468355, 0.07926569, 0.07735443, 0.08175828, 0.07913996, 0.076667085, 0.079575896, 0.080003925, 0.07418926, 0.071147405, 0.07197233, 0.07186611, 0.072551124, 0.0708593, 0.068555765, 0.06711581, 0.07052403, 0.068308555, 0.064995706, 0.06391481, 0.06454284, 0.06480033, 0.068153284, 0.06871559, 0.060810916, 0.062733635, 0.064689696, 0.061122533, 0.06125917, 0.06320746, 0.057122365, 0.06112019, 0.05798395, 0.056782108, 0.05641267, 0.056942932, 0.05597047, 0.054781687, 0.054497644, 0.057435457, 0.057078626, 0.052429557, 0.053775057, 0.04910147, 0.052060768, 0.05631285, 0.053337857, 0.04934687, 0.05066505, 0.051844854, 0.0507006, 0.048008766, 0.050679713, 0.05123381, 0.046740692, 0.04676071, 0.04902418, 0.04810551, 0.04353503, 0.044381596, 0.044603392, 0.046089336, 0.046791844, 0.048139453, 0.04637165, 0.045387268, 0.045360405, 0.044490676, 0.043591667, 0.042556662, 0.046143968, 0.042897504, 0.04282404, 0.041155823, 0.04239883, 0.046458278, 0.04225773, 0.04105662, 0.040445514]",two_encoder,0.005943632292946686,1.7227025460253182,4.271331163005855,0.38666666666666666,9.206666666666667,1.0

GunPoint,130,50,0.01,"[64, 32, 16]",False,"[5, 5, 5]",False,"[9.748262, 1.0417897, 0.6424388, 0.5054642, 0.44090286, 0.37615445, 0.32149392, 0.296964, 0.2725597, 0.26482132, 0.23283577, 0.2132655, 0.19513333, 0.18797705, 0.17047133, 0.16876648, 0.15143436, 0.14748551, 0.14572315, 0.14007144, 0.13416919, 0.13100936, 0.12649855, 0.12264572, 0.11944567, 0.11606552, 0.112732954, 0.10514098, 0.10793704, 0.104624525, 0.1031149, 0.10058382, 0.101696245, 0.09410863, 0.10065035, 0.09120511, 0.09277793, 0.0870419, 0.08883205, 0.08532804, 0.0839039, 0.08413039, 0.09025876, 0.079137795, 0.07722148, 0.08159448, 0.078961104, 0.07653164, 0.0793884, 0.079804994, 0.074019365, 0.07101718, 0.07184233, 0.071705826, 0.0723541, 0.070680596, 0.06839755, 0.06695963, 0.07033678, 0.06812145, 0.06484401, 0.06377682, 0.06438429, 0.06466531, 0.06794333, 0.068489075, 0.060656995, 0.06255773, 0.064487085, 0.060952093, 0.061089363, 0.06302084, 0.05698259, 0.060935266, 0.057824682, 0.0566591, 0.056269348, 0.056814715, 0.055831376, 0.05463269, 0.054387193, 0.05729495, 0.05691123, 0.052320313, 0.053683247, 0.048996687, 0.051952716, 0.05613161, 0.05322765, 0.04924, 0.050533947, 0.051691916, 0.05061484, 0.047913253, 0.05057893, 0.051115733, 0.0466738, 0.046672422, 0.048880838, 0.04797078, 0.04345977, 0.04438568, 0.044549547, 0.045971375, 0.046921376, 0.04805928, 0.046339687, 0.04527494, 0.045277167, 0.04437978, 0.04351455, 0.04244136, 0.046067875, 0.042823244, 0.042829834, 0.041085538, 0.042435188, 0.046322793, 0.042158928, 0.040953763, 0.040398844, 0.044293623, 0.039947808, 0.039452024, 0.039386287, 0.040518653, 0.03846888, 0.039920982, 0.037784275, 0.040567182, 0.042035162]","[55.74709, 1.57412, 0.8738606, 0.64754176, 0.524999, 0.44463176, 0.38517207, 0.34118417, 0.30431646, 0.2790108, 0.25358596, 0.23067483, 0.2129363, 0.20392746, 0.18640444, 0.17868258, 0.16616023, 0.15737963, 0.14957738, 0.14323476, 0.13564195, 0.12920398, 0.12195345, 0.119012006, 0.11363272, 0.11166761, 0.10584673, 0.101107925, 0.10156804, 0.09628305, 0.09387744, 0.09105371, 0.088182636, 0.08353828, 0.08437624, 0.0800991, 0.07844544, 0.0755143, 0.07413605, 0.07308537, 0.069826774, 0.06896665, 0.069508664, 0.06647601, 0.06405891, 0.06537766, 0.06125487, 0.063121736, 0.060826503, 0.060109366, 0.057199754, 0.058124624, 0.05897149, 0.05583679, 0.052851226, 0.05298842, 0.052734952, 0.0514984, 0.051799532, 0.04959835, 0.049826927, 0.050115447, 0.048688114, 0.051298495, 0.047156848, 0.04606432, 0.04541868, 0.045143973, 0.04442736, 0.044078723, 0.04427887, 0.04454447, 0.043145794, 0.04262698, 0.04205721, 0.044481464, 0.042080525, 0.044120748, 0.04206101, 0.039881732, 0.043452166, 0.043385077, 0.040338907, 0.041504707, 0.04459431, 0.038623083, 0.041255794, 0.038188398, 0.042316105, 0.03865933, 0.03755486, 0.036551613, 0.042122673, 0.038458575, 0.040600758, 0.039425276, 0.040051706, 0.037932135, 0.034689654, 0.034632467, 0.036009327, 0.044790283, 0.039218295, 0.034292493, 0.05974573, 0.040122215, 0.043174766, 0.034154482, 0.037036274, 0.033400968, 0.03587896, 0.031026065, 0.038534384, 0.035471562, 0.043403145, 0.034126967, 0.04603503, 0.032909703, 0.032377277, 0.030769784, 0.03577832, 0.030377032, 0.03225069, 0.034312148, 0.03279036, 0.034540433, 0.030243874, 0.036587775, 0.03207789, 0.032544002, 0.032305952]","[9.283628, 1.0364122, 0.64010143, 0.5040291, 0.4400534, 0.37546286, 0.32085073, 0.2965173, 0.27223897, 0.264678, 0.23262616, 0.21308966, 0.19495349, 0.18781593, 0.17031038, 0.16866635, 0.1512856, 0.14738558, 0.14568421, 0.14003947, 0.13415435, 0.13102761, 0.12654446, 0.122682415, 0.11950438, 0.11610994, 0.11280248, 0.10518171, 0.10800139, 0.104708776, 0.10320824, 0.1006801, 0.10183275, 0.09421538, 0.10081473, 0.09131728, 0.09292271, 0.08715833, 0.088980496, 0.0854517, 0.084046096, 0.08428355, 0.090468355, 0.07926569, 0.07735443, 0.08175828, 0.07913996, 0.076667085, 0.079575896, 0.080003925, 0.07418926, 0.071147405, 0.07197233, 0.07186611, 0.072551124, 0.0708593, 0.068555765, 0.06711581, 0.07052403, 0.068308555, 0.064995706, 0.06391481, 0.06454284, 0.06480033, 0.068153284, 0.06871559, 0.060810916, 0.062733635, 0.064689696, 0.061122533, 0.06125917, 0.06320746, 0.057122365, 0.06112019, 0.05798395, 0.056782108, 0.05641267, 0.056942932, 0.05597047, 0.054781687, 0.054497644, 0.057435457, 0.057078626, 0.052429557, 0.053775057, 0.04910147, 0.052060768, 0.05631285, 0.053337857, 0.04934687, 0.05066505, 0.051844854, 0.0507006, 0.048008766, 0.050679713, 0.05123381, 0.046740692, 0.04676071, 0.04902418, 0.04810551, 0.04353503, 0.044381596, 0.044603392, 0.046089336, 0.046791844, 0.048139453, 0.04637165, 0.045387268, 0.045360405, 0.044490676, 0.043591667, 0.042556662, 0.046143968, 0.042897504, 0.04282404, 0.041155823, 0.04239883, 0.046458278, 0.04225773, 0.04105662, 0.040445514, 0.044434182, 0.040025555, 0.039503947, 0.039452918, 0.04057904, 0.038551956, 0.039954644, 0.03784192, 0.040648226, 0.04213344]",two_encoder,0.005790593392362238,1.7746799287571213,4.344353159568519,0.38666666666666666,9.206666666666667,1.0

GunPoint,140,50,0.01,"[64, 32, 16]",False,"[5, 5, 5]",False,"[9.748262, 1.0417897, 0.6424388, 0.5054642, 0.44090286, 0.37615445, 0.32149392, 0.296964, 0.2725597, 0.26482132, 0.23283577, 0.2132655, 0.19513333, 0.18797705, 0.17047133, 0.16876648, 0.15143436, 0.14748551, 0.14572315, 0.14007144, 0.13416919, 0.13100936, 0.12649855, 0.12264572, 0.11944567, 0.11606552, 0.112732954, 0.10514098, 0.10793704, 0.104624525, 0.1031149, 0.10058382, 0.101696245, 0.09410863, 0.10065035, 0.09120511, 0.09277793, 0.0870419, 0.08883205, 0.08532804, 0.0839039, 0.08413039, 0.09025876, 0.079137795, 0.07722148, 0.08159448, 0.078961104, 0.07653164, 0.0793884, 0.079804994, 0.074019365, 0.07101718, 0.07184233, 0.071705826, 0.0723541, 0.070680596, 0.06839755, 0.06695963, 0.07033678, 0.06812145, 0.06484401, 0.06377682, 0.06438429, 0.06466531, 0.06794333, 0.068489075, 0.060656995, 0.06255773, 0.064487085, 0.060952093, 0.061089363, 0.06302084, 0.05698259, 0.060935266, 0.057824682, 0.0566591, 0.056269348, 0.056814715, 0.055831376, 0.05463269, 0.054387193, 0.05729495, 0.05691123, 0.052320313, 0.053683247, 0.048996687, 0.051952716, 0.05613161, 0.05322765, 0.04924, 0.050533947, 0.051691916, 0.05061484, 0.047913253, 0.05057893, 0.051115733, 0.0466738, 0.046672422, 0.048880838, 0.04797078, 0.04345977, 0.04438568, 0.044549547, 0.045971375, 0.046921376, 0.04805928, 0.046339687, 0.04527494, 0.045277167, 0.04437978, 0.04351455, 0.04244136, 0.046067875, 0.042823244, 0.042829834, 0.041085538, 0.042435188, 0.046322793, 0.042158928, 0.040953763, 0.040398844, 0.044293623, 0.039947808, 0.039452024, 0.039386287, 0.040518653, 0.03846888, 0.039920982, 0.037784275, 0.040567182, 0.042035162, 0.03811066, 0.047521897, 0.039968826, 0.037159923, 0.037556, 0.03645664, 0.036173165, 0.036180016, 0.03472021, 0.03573565]","[55.74709, 1.57412, 0.8738606, 0.64754176, 0.524999, 0.44463176, 0.38517207, 0.34118417, 0.30431646, 0.2790108, 0.25358596, 0.23067483, 0.2129363, 0.20392746, 0.18640444, 0.17868258, 0.16616023, 0.15737963, 0.14957738, 0.14323476, 0.13564195, 0.12920398, 0.12195345, 0.119012006, 0.11363272, 0.11166761, 0.10584673, 0.101107925, 0.10156804, 0.09628305, 0.09387744, 0.09105371, 0.088182636, 0.08353828, 0.08437624, 0.0800991, 0.07844544, 0.0755143, 0.07413605, 0.07308537, 0.069826774, 0.06896665, 0.069508664, 0.06647601, 0.06405891, 0.06537766, 0.06125487, 0.063121736, 0.060826503, 0.060109366, 0.057199754, 0.058124624, 0.05897149, 0.05583679, 0.052851226, 0.05298842, 0.052734952, 0.0514984, 0.051799532, 0.04959835, 0.049826927, 0.050115447, 0.048688114, 0.051298495, 0.047156848, 0.04606432, 0.04541868, 0.045143973, 0.04442736, 0.044078723, 0.04427887, 0.04454447, 0.043145794, 0.04262698, 0.04205721, 0.044481464, 0.042080525, 0.044120748, 0.04206101, 0.039881732, 0.043452166, 0.043385077, 0.040338907, 0.041504707, 0.04459431, 0.038623083, 0.041255794, 0.038188398, 0.042316105, 0.03865933, 0.03755486, 0.036551613, 0.042122673, 0.038458575, 0.040600758, 0.039425276, 0.040051706, 0.037932135, 0.034689654, 0.034632467, 0.036009327, 0.044790283, 0.039218295, 0.034292493, 0.05974573, 0.040122215, 0.043174766, 0.034154482, 0.037036274, 0.033400968, 0.03587896, 0.031026065, 0.038534384, 0.035471562, 0.043403145, 0.034126967, 0.04603503, 0.032909703, 0.032377277, 0.030769784, 0.03577832, 0.030377032, 0.03225069, 0.034312148, 0.03279036, 0.034540433, 0.030243874, 0.036587775, 0.03207789, 0.032544002, 0.032305952, 0.03564979, 1.0453583, 0.2871794, 0.07902821, 0.039899755, 0.03325027, 0.03224125, 0.028882502, 0.031310804, 0.02842156]","[9.283628, 1.0364122, 0.64010143, 0.5040291, 0.4400534, 0.37546286, 0.32085073, 0.2965173, 0.27223897, 0.264678, 0.23262616, 0.21308966, 0.19495349, 0.18781593, 0.17031038, 0.16866635, 0.1512856, 0.14738558, 0.14568421, 0.14003947, 0.13415435, 0.13102761, 0.12654446, 0.122682415, 0.11950438, 0.11610994, 0.11280248, 0.10518171, 0.10800139, 0.104708776, 0.10320824, 0.1006801, 0.10183275, 0.09421538, 0.10081473, 0.09131728, 0.09292271, 0.08715833, 0.088980496, 0.0854517, 0.084046096, 0.08428355, 0.090468355, 0.07926569, 0.07735443, 0.08175828, 0.07913996, 0.076667085, 0.079575896, 0.080003925, 0.07418926, 0.071147405, 0.07197233, 0.07186611, 0.072551124, 0.0708593, 0.068555765, 0.06711581, 0.07052403, 0.068308555, 0.064995706, 0.06391481, 0.06454284, 0.06480033, 0.068153284, 0.06871559, 0.060810916, 0.062733635, 0.064689696, 0.061122533, 0.06125917, 0.06320746, 0.057122365, 0.06112019, 0.05798395, 0.056782108, 0.05641267, 0.056942932, 0.05597047, 0.054781687, 0.054497644, 0.057435457, 0.057078626, 0.052429557, 0.053775057, 0.04910147, 0.052060768, 0.05631285, 0.053337857, 0.04934687, 0.05066505, 0.051844854, 0.0507006, 0.048008766, 0.050679713, 0.05123381, 0.046740692, 0.04676071, 0.04902418, 0.04810551, 0.04353503, 0.044381596, 0.044603392, 0.046089336, 0.046791844, 0.048139453, 0.04637165, 0.045387268, 0.045360405, 0.044490676, 0.043591667, 0.042556662, 0.046143968, 0.042897504, 0.04282404, 0.041155823, 0.04239883, 0.046458278, 0.04225773, 0.04105662, 0.040445514, 0.044434182, 0.040025555, 0.039503947, 0.039452918, 0.04057904, 0.038551956, 0.039954644, 0.03784192, 0.040648226, 0.04213344, 0.038135517, 0.037442736, 0.03747175, 0.036737017, 0.037532322, 0.036489032, 0.036212884, 0.036253728, 0.034754645, 0.035809536]",two_encoder,0.006038002799318573,1.7745246889233501,4.213501012031144,0.4066666666666667,9.233333333333333,1.0

GunPoint,0,50,0.1,"[64, 32, 16]",True,"[5, 5, 5]",False,[13.80442],[49.460144],[9.842677],two_encoder,0.49080965337874516,3.909642832226517,18.740665782625577,0.42,8.74,0.5748487653036063

GunPoint,10,50,0.1,"[64, 32, 16]",True,"[5, 5, 5]",False,"[13.80442, 1.3918322, 0.80346537, 0.5798006, 0.46572745, 0.39679495, 0.35204142, 0.31194937, 0.28644723, 0.2590097, 0.2455785]","[49.460144, 1.1862781, 0.6644534, 0.50531566, 0.40626654, 0.34848586, 0.30361837, 0.2728619, 0.24949269, 0.22251184, 0.20648879]","[9.842677, 1.4146713, 0.8189112, 0.58807665, 0.47233415, 0.40216267, 0.35742173, 0.31629246, 0.29055333, 0.26306504, 0.24992183]",two_encoder,0.06555794626027657,1.2269127477966497,2.4193218027949572,0.4,8.953333333333333,0.8702493318786472

GunPoint,20,50,0.1,"[64, 32, 16]",True,"[5, 5, 5]",False,"[13.80442, 1.3918322, 0.80346537, 0.5798006, 0.46572745, 0.39679495, 0.35204142, 0.31194937, 0.28644723, 0.2590097, 0.2455785, 0.228223, 0.21735363, 0.19874431, 0.18957123, 0.18093361, 0.17243749, 0.16851489, 0.15291075, 0.15384771, 0.14092898]","[49.460144, 1.1862781, 0.6644534, 0.50531566, 0.40626654, 0.34848586, 0.30361837, 0.2728619, 0.24949269, 0.22251184, 0.20648879, 0.19305089, 0.18021715, 0.16367012, 0.15587875, 0.15067604, 0.13965726, 0.13542737, 0.12549014, 0.12285657, 0.11445686]","[9.842677, 1.4146713, 0.8189112, 0.58807665, 0.47233415, 0.40216267, 0.35742173, 0.31629246, 0.29055333, 0.26306504, 0.24992183, 0.232131, 0.22147988, 0.2026415, 0.19331482, 0.18429556, 0.17607976, 0.17219129, 0.15595749, 0.15729119, 0.14387035]",two_encoder,0.012605292520887428,2.141415682171954,7.279481799064809,0.3933333333333333,9.393333333333333,1.0

